32,0.01,NOQ,1,0.00982813,0.00537634
32,0.1,NOQ,1,0.0957687,0.0476102
32,0.2,NOQ,1,0.181794,0.090875
32,0.3,NOQ,1,0.260116,0.133571
32,0.4,NOQ,1,0.33175,0.171124
32,0.5,NOQ,1,0.396634,0.208966
32,0.6,NOQ,1,0.456112,0.241771
32,0.7,NOQ,1,0.507313,0.274944
32,0.8,NOQ,1,0.555066,0.305674
32,0.9,NOQ,1,0.598806,0.335068
32,0.99,NOQ,1,0.634266,0.359305
32,0.01,INQ,1.00474,0.00989375,0
32,0.1,INQ,1.05956,0.100272,0
32,0.2,INQ,1.1592,0.199675,3.12999e-05
32,0.3,INQ,1.36036,0.299978,0
32,0.4,INQ,1.90655,0.400341,4.68329e-05
32,0.5,INQ,61.6806,0.495056,0.0130949
32,0.6,INQ,367.133,0.546219,0.0911643
32,0.7,INQ,686.339,0.571928,0.182409
32,0.8,INQ,1013.6,0.584566,0.268796
32,0.9,INQ,1346.04,0.591619,0.343542
32,0.99,INQ,1626.13,0.593916,0.40017
32,0.01,6,4,CIOQ,1,0.00989375,0
32,0.1,6,4,CIOQ,1,0.100272,0
32,0.2,6,4,CIOQ,1.00003,0.199681,0
32,0.3,6,4,CIOQ,1.00009,0.299978,0
32,0.4,6,4,CIOQ,1.00025,0.400359,0
32,0.5,6,4,CIOQ,1.00045,0.501625,0
32,0.6,6,4,CIOQ,1.00131,0.601009,0
32,0.7,6,4,CIOQ,1.00314,0.699528,0
32,0.8,6,4,CIOQ,1.00734,0.799456,0
32,0.9,6,4,CIOQ,1.02264,0.901228,0
32,0.99,6,4,CIOQ,1.18581,0.990119,2.20928e-05
32,0.01,NOQ,1,0.00982813,0.00537634
32,0.1,NOQ,1,0.0957687,0.0476102
32,0.2,NOQ,1,0.181794,0.090875
32,0.3,NOQ,1,0.260116,0.133571
32,0.4,NOQ,1,0.33175,0.171124
32,0.5,NOQ,1,0.396634,0.208966
32,0.6,NOQ,1,0.456112,0.241771
32,0.7,NOQ,1,0.507313,0.274944
32,0.8,NOQ,1,0.555066,0.305674
32,0.9,NOQ,1,0.598806,0.335068
32,0.99,NOQ,1,0.634266,0.359305
32,0.01,INQ,1.00474,0.00989375,0
32,0.1,INQ,1.05956,0.100272,0
32,0.2,INQ,1.1592,0.199675,3.12999e-05
32,0.3,INQ,1.36036,0.299978,0
32,0.4,INQ,1.90655,0.400341,4.68329e-05
32,0.5,INQ,61.6806,0.495056,0.0130949
32,0.6,INQ,367.133,0.546219,0.0911643
32,0.7,INQ,686.339,0.571928,0.182409
32,0.8,INQ,1013.6,0.584566,0.268796
32,0.9,INQ,1346.04,0.591619,0.343542
32,0.99,INQ,1626.13,0.593916,0.40017
32,0.01,6,4,CIOQ,1,0.00989375,0
32,0.1,6,4,CIOQ,1,0.100272,0
32,0.2,6,4,CIOQ,1.00003,0.199681,0
32,0.3,6,4,CIOQ,1.00009,0.299978,0
32,0.4,6,4,CIOQ,1.00025,0.400359,0
32,0.5,6,4,CIOQ,1.00045,0.501625,0
32,0.6,6,4,CIOQ,1.00131,0.601009,0
32,0.7,6,4,CIOQ,1.00314,0.699528,0
32,0.8,6,4,CIOQ,1.00734,0.799456,0
32,0.9,6,4,CIOQ,1.02264,0.901228,0
32,0.99,6,4,CIOQ,1.18581,0.990119,2.20928e-05
32,0.01,NOQ,1,0.00982813,0.00537634
32,0.1,NOQ,1,0.0957687,0.0476102
32,0.2,NOQ,1,0.181794,0.090875
32,0.3,NOQ,1,0.260116,0.133571
32,0.4,NOQ,1,0.33175,0.171124
32,0.5,NOQ,1,0.396634,0.208966
32,0.6,NOQ,1,0.456112,0.241771
32,0.7,NOQ,1,0.507313,0.274944
32,0.8,NOQ,1,0.555066,0.305674
32,0.9,NOQ,1,0.598806,0.335068
32,0.99,NOQ,1,0.634266,0.359305
32,0.01,INQ,1.00474,0.00989375,0
32,0.01,NOQ,1,0.00982813,0.00537634
32,0.1,NOQ,1,0.0957687,0.0476102
32,0.2,NOQ,1,0.181794,0.090875
32,0.3,NOQ,1,0.260116,0.133571
32,0.4,NOQ,1,0.33175,0.171124
32,0.5,NOQ,1,0.396634,0.208966
32,0.6,NOQ,1,0.456112,0.241771
32,0.7,NOQ,1,0.507313,0.274944
32,0.8,NOQ,1,0.555066,0.305674
32,0.9,NOQ,1,0.598806,0.335068
32,0.99,NOQ,1,0.634266,0.359305
32,0.01,INQ,1.00474,0.00989375,0
32,0.01,NOQ,1,0.00982813,0.00537634
32,0.1,NOQ,1,0.0957687,0.0476102
32,0.2,NOQ,1,0.181794,0.090875
32,0.3,NOQ,1,0.260116,0.133571
32,0.4,NOQ,1,0.33175,0.171124
32,0.5,NOQ,1,0.396634,0.208966
32,0.6,NOQ,1,0.456112,0.241771
32,0.7,NOQ,1,0.507313,0.274944
32,0.8,NOQ,1,0.555066,0.305674
32,0.9,NOQ,1,0.598806,0.335068
32,0.99,NOQ,1,0.634266,0.359305
32,0.01,INQ,1.00474,0.00989375,0
32,0.1,INQ,1.05956,0.100272,0
32,0.2,INQ,1.1592,0.199675,3.12999e-05
32,0.01,NOQ,1,0.00982813,0.00537634
32,0.1,NOQ,1,0.0957687,0.0476102
32,0.2,NOQ,1,0.181794,0.090875
32,0.3,NOQ,1,0.260116,0.133571
32,0.4,NOQ,1,0.33175,0.171124
32,0.5,NOQ,1,0.396634,0.208966
32,0.6,NOQ,1,0.456112,0.241771
32,0.7,NOQ,1,0.507313,0.274944
32,0.8,NOQ,1,0.555066,0.305674
32,0.9,NOQ,1,0.598806,0.335068
32,0.99,NOQ,1,0.634266,0.359305
32,0.01,INQ,1.00474,0.00989375,0
32,0.1,INQ,1.05956,0.100272,0
32,0.2,INQ,1.1592,0.199675,3.12999e-05
32,0.3,INQ,1.36036,0.299978,0
32,0.4,INQ,1.90655,0.400341,4.68329e-05
32,0.5,INQ,61.6806,0.495056,0.0130949
32,0.6,INQ,367.133,0.546219,0.0911643
32,0.7,INQ,686.339,0.571928,0.182409
32,0.8,INQ,1013.6,0.584566,0.268796
32,0.9,INQ,1346.04,0.591619,0.343542
32,0.99,INQ,1626.13,0.593916,0.40017
32,0.01,6,4,CIOQ,1,0.00989375,0
32,0.1,6,4,CIOQ,1,0.100272,0
32,0.2,6,4,CIOQ,1.00003,0.199681,0
32,0.3,6,4,CIOQ,1.00009,0.299978,0
32,0.4,6,4,CIOQ,1.00025,0.400359,0
32,0.5,6,4,CIOQ,1.00045,0.501625,0
32,0.6,6,4,CIOQ,1.00131,0.601009,0
32,0.7,6,4,CIOQ,1.00314,0.699528,0
32,0.8,6,4,CIOQ,1.00734,0.799456,0
32,0.9,6,4,CIOQ,1.02264,0.901228,0
32,0.99,6,4,CIOQ,1.18581,0.990119,2.20928e-05
8,0.4,NOQ,1,0.337325,0.162472
8,0.4,NOQ,1,0.337325,0.162472
8,0.4,NOQ,1,0.337325,0.162472
8,0.4,INQ,1.7357,0.401813,3.11081e-05
8,0.4,3,3,CIOQ,1.00143,0.401825,0
8,0.4,5,3,CIOQ,1.00143,0.401825,0
8,0.4,8,3,CIOQ,1.00143,0.401825,0
8,0.4,3,5,CIOQ,1,0.401825,0
8,0.4,5,5,CIOQ,1,0.401825,0
8,0.4,8,5,CIOQ,1,0.401825,0
8,0.4,3,8,CIOQ,1,0.401825,0
8,0.4,5,8,CIOQ,1,0.401825,0
8,0.4,8,8,CIOQ,1,0.401825,0
8,0.6,NOQ,1,0.463325,0.228499
8,0.6,INQ,60.7838,0.560163,0.070154
8,0.6,3,3,CIOQ,1.00745,0.602425,0
8,0.6,5,3,CIOQ,1.00745,0.602425,0
8,0.6,8,3,CIOQ,1.00745,0.602425,0
8,0.6,3,5,CIOQ,1.00002,0.602425,0
8,0.6,5,5,CIOQ,1.00002,0.602425,0
8,0.6,8,5,CIOQ,1.00002,0.602425,0
8,0.6,3,8,CIOQ,1,0.602425,0
8,0.6,5,8,CIOQ,1,0.602425,0
8,0.6,8,8,CIOQ,1,0.602425,0
8,0.8,NOQ,1,0.568875,0.288773
8,0.8,INQ,116.116,0.606038,0.241695
8,0.8,3,3,CIOQ,1.03563,0.799188,1.56406e-05
8,0.8,5,3,CIOQ,1.03563,0.799188,1.56406e-05
8,0.8,8,3,CIOQ,1.03563,0.799188,1.56406e-05
8,0.8,3,5,CIOQ,1.00009,0.7992,0
8,0.8,5,5,CIOQ,1.00009,0.7992,0
8,0.8,8,5,CIOQ,1.00009,0.7992,0
8,0.8,3,8,CIOQ,1,0.7992,0
8,0.8,5,8,CIOQ,1,0.7992,0
8,0.8,8,8,CIOQ,1,0.7992,0
8,1,NOQ,1,0.65585,0.34415
8,1,INQ,137.795,0.619675,0.380325
8,1,3,3,CIOQ,1.8635,0.9999,0.0001
8,1,5,3,CIOQ,1.8635,0.9999,0.0001
8,1,8,3,CIOQ,1.8635,0.9999,0.0001
8,1,3,5,CIOQ,1.22991,0.999975,2.5e-05
8,1,5,5,CIOQ,1.22991,0.999975,2.5e-05
8,1,8,5,CIOQ,1.22991,0.999975,2.5e-05
8,1,3,8,CIOQ,1,1,0
8,1,5,8,CIOQ,1,1,0
8,1,8,8,CIOQ,1,1,0
16,0.4,NOQ,1,0.33215,0.169521
16,0.4,INQ,1.81748,0.400956,0.00014027
16,0.4,6,6,CIOQ,1,0.401012,0
16,0.4,11,6,CIOQ,1,0.401012,0
16,0.4,16,6,CIOQ,1,0.401012,0
16,0.4,6,11,CIOQ,1,0.401012,0
16,0.4,11,11,CIOQ,1,0.401012,0
16,0.4,16,11,CIOQ,1,0.401012,0
16,0.4,6,16,CIOQ,1,0.401012,0
16,0.4,11,16,CIOQ,1,0.401012,0
16,0.4,16,16,CIOQ,1,0.401012,0
16,0.6,NOQ,1,0.458125,0.238101
16,0.6,INQ,65.5264,0.549775,0.0856038
16,0.6,6,6,CIOQ,1,0.601244,0
16,0.6,11,6,CIOQ,1,0.601244,0
16,0.6,16,6,CIOQ,1,0.601244,0
16,0.6,6,11,CIOQ,1,0.601244,0
16,0.6,11,11,CIOQ,1,0.601244,0
16,0.6,16,11,CIOQ,1,0.601244,0
16,0.6,6,16,CIOQ,1,0.601244,0
16,0.6,11,16,CIOQ,1,0.601244,0
16,0.6,16,16,CIOQ,1,0.601244,0
16,0.8,NOQ,1,0.559362,0.299845
16,0.8,INQ,117.574,0.5905,0.261188
16,0.8,6,6,CIOQ,1,0.799256,0
16,0.8,11,6,CIOQ,1,0.799256,0
16,0.8,16,6,CIOQ,1,0.799256,0
16,0.8,6,11,CIOQ,1,0.799256,0
16,0.8,11,11,CIOQ,1,0.799256,0
16,0.8,16,11,CIOQ,1,0.799256,0
16,0.8,6,16,CIOQ,1,0.799256,0
16,0.8,11,16,CIOQ,1,0.799256,0
16,0.8,16,16,CIOQ,1,0.799256,0
16,1,NOQ,1,0.643431,0.356569
16,1,INQ,151.628,0.6012,0.3988
16,1,6,6,CIOQ,1.20439,0.999969,3.125e-05
16,1,11,6,CIOQ,1.20439,0.999969,3.125e-05
16,1,16,6,CIOQ,1.20439,0.999969,3.125e-05
16,1,6,11,CIOQ,1,1,0
16,1,11,11,CIOQ,1,1,0
16,1,16,11,CIOQ,1,1,0
16,1,6,16,CIOQ,1,1,0
16,1,11,16,CIOQ,1,1,0
16,1,16,16,CIOQ,1,1,0
24,0.4,NOQ,1,0.331458,0.171734
24,0.4,INQ,1.90211,0.400404,4.16229e-05
24,0.4,9,9,CIOQ,1,0.400421,0
24,0.4,16,9,CIOQ,1,0.400421,0
24,0.4,24,9,CIOQ,1,0.400421,0
24,0.4,9,16,CIOQ,1,0.400421,0
24,0.4,16,16,CIOQ,1,0.400421,0
24,0.4,24,16,CIOQ,1,0.400421,0
24,0.4,9,24,CIOQ,1,0.400421,0
24,0.4,16,24,CIOQ,1,0.400421,0
24,0.4,24,24,CIOQ,1,0.400421,0
24,0.6,NOQ,1,0.455479,0.242614
24,0.6,INQ,68.4322,0.546921,0.0898305
24,0.6,9,9,CIOQ,1,0.6009,0
24,0.6,16,9,CIOQ,1,0.6009,0
24,0.6,24,9,CIOQ,1,0.6009,0
24,0.6,9,16,CIOQ,1,0.6009,0
24,0.6,16,16,CIOQ,1,0.6009,0
24,0.6,24,16,CIOQ,1,0.6009,0
24,0.6,9,24,CIOQ,1,0.6009,0
24,0.6,16,24,CIOQ,1,0.6009,0
24,0.6,24,24,CIOQ,1,0.6009,0
24,0.8,NOQ,1,0.556271,0.304879
24,0.8,INQ,121.423,0.587971,0.26412
24,0.8,9,9,CIOQ,1,0.799004,0
24,0.8,16,9,CIOQ,1,0.799004,0
24,0.8,24,9,CIOQ,1,0.799004,0
24,0.8,9,16,CIOQ,1,0.799004,0
24,0.8,16,16,CIOQ,1,0.799004,0
24,0.8,24,16,CIOQ,1,0.799004,0
24,0.8,9,24,CIOQ,1,0.799004,0
24,0.8,16,24,CIOQ,1,0.799004,0
24,0.8,24,24,CIOQ,1,0.799004,0
24,1,NOQ,1,0.639658,0.360342
24,1,INQ,156.035,0.596021,0.403979
24,1,9,9,CIOQ,1,1,0
24,1,16,9,CIOQ,1,1,0
24,1,24,9,CIOQ,1,1,0
24,1,9,16,CIOQ,1,1,0
24,1,16,16,CIOQ,1,1,0
24,1,24,16,CIOQ,1,1,0
24,1,9,24,CIOQ,1,1,0
24,1,16,24,CIOQ,1,1,0
24,1,24,24,CIOQ,1,1,0
32,0.4,NOQ,1,0.33175,0.171124
32,0.4,INQ,1.90655,0.400341,4.68329e-05
32,0.4,12,12,CIOQ,1,0.400359,0
32,0.4,22,12,CIOQ,1,0.400359,0
32,0.4,32,12,CIOQ,1,0.400359,0
32,0.4,12,22,CIOQ,1,0.400359,0
32,0.4,22,22,CIOQ,1,0.400359,0
32,0.4,32,22,CIOQ,1,0.400359,0
32,0.4,12,32,CIOQ,1,0.400359,0
32,0.4,22,32,CIOQ,1,0.400359,0
32,0.4,32,32,CIOQ,1,0.400359,0
32,0.6,NOQ,1,0.456112,0.241771
32,0.6,INQ,70.4149,0.545572,0.0922407
32,0.6,12,12,CIOQ,1,0.601009,0
32,0.6,22,12,CIOQ,1,0.601009,0
32,0.6,32,12,CIOQ,1,0.601009,0
32,0.6,12,22,CIOQ,1,0.601009,0
32,0.6,22,22,CIOQ,1,0.601009,0
32,0.6,32,22,CIOQ,1,0.601009,0
32,0.6,12,32,CIOQ,1,0.601009,0
32,0.6,22,32,CIOQ,1,0.601009,0
32,0.6,32,32,CIOQ,1,0.601009,0
32,0.8,NOQ,1,0.555066,0.305674
32,0.8,INQ,122.39,0.582375,0.271536
32,0.8,12,12,CIOQ,1,0.799456,0
32,0.8,22,12,CIOQ,1,0.799456,0
32,0.8,32,12,CIOQ,1,0.799456,0
32,0.8,12,22,CIOQ,1,0.799456,0
32,0.8,22,22,CIOQ,1,0.799456,0
32,0.8,32,22,CIOQ,1,0.799456,0
32,0.8,12,32,CIOQ,1,0.799456,0
32,0.8,22,32,CIOQ,1,0.799456,0
32,0.8,32,32,CIOQ,1,0.799456,0
32,1,NOQ,1,0.637947,0.362053
32,1,INQ,158.22,0.593125,0.406875
32,1,12,12,CIOQ,1,1,0
32,1,22,12,CIOQ,1,1,0
32,1,32,12,CIOQ,1,1,0
32,1,12,22,CIOQ,1,1,0
32,1,22,22,CIOQ,1,1,0
32,1,32,22,CIOQ,1,1,0
32,1,12,32,CIOQ,1,1,0
32,1,22,32,CIOQ,1,1,0
32,1,32,32,CIOQ,1,1,0
48,0.4,NOQ,1,0.331821,0.173135
48,0.4,INQ,1.98322,0.400683,8.83829e-05
48,0.4,19,19,CIOQ,1,0.400719,0
48,0.4,33,19,CIOQ,1,0.400719,0
48,0.4,48,19,CIOQ,1,0.400719,0
48,0.4,19,33,CIOQ,1,0.400719,0
48,0.4,33,33,CIOQ,1,0.400719,0
48,0.4,48,33,CIOQ,1,0.400719,0
48,0.4,19,48,CIOQ,1,0.400719,0
48,0.4,33,48,CIOQ,1,0.400719,0
48,0.4,48,48,CIOQ,1,0.400719,0
48,0.6,NOQ,1,0.453715,0.244795
48,0.6,INQ,70.9058,0.544581,0.0942673
48,0.6,19,19,CIOQ,1,0.60126,0
48,0.6,33,19,CIOQ,1,0.60126,0
48,0.6,48,19,CIOQ,1,0.60126,0
48,0.6,19,33,CIOQ,1,0.60126,0
48,0.6,33,33,CIOQ,1,0.60126,0
48,0.6,48,33,CIOQ,1,0.60126,0
48,0.6,19,48,CIOQ,1,0.60126,0
48,0.6,33,48,CIOQ,1,0.60126,0
48,0.6,48,48,CIOQ,1,0.60126,0
48,0.8,NOQ,1,0.554317,0.307434
48,0.8,INQ,122.717,0.581902,0.272516
48,0.8,19,19,CIOQ,1,0.799883,0
48,0.8,33,19,CIOQ,1,0.799883,0
48,0.8,48,19,CIOQ,1,0.799883,0
48,0.8,19,33,CIOQ,1,0.799883,0
48,0.8,33,33,CIOQ,1,0.799883,0
48,0.8,48,33,CIOQ,1,0.799883,0
48,0.8,19,48,CIOQ,1,0.799883,0
48,0.8,33,48,CIOQ,1,0.799883,0
48,0.8,48,48,CIOQ,1,0.799883,0
48,1,NOQ,1,0.636167,0.363833
48,1,INQ,160.039,0.592002,0.407998
48,1,19,19,CIOQ,1,1,0
48,1,33,19,CIOQ,1,1,0
48,1,48,19,CIOQ,1,1,0
48,1,19,33,CIOQ,1,1,0
48,1,33,33,CIOQ,1,1,0
48,1,48,33,CIOQ,1,1,0
48,1,19,48,CIOQ,1,1,0
48,1,33,48,CIOQ,1,1,0
48,1,48,48,CIOQ,1,1,0
64,0.4,NOQ,1,0.330856,0.173892
64,0.4,INQ,1.99185,0.401097,9.73797e-05
64,0.4,25,25,CIOQ,1,0.401136,0
64,0.4,44,25,CIOQ,1,0.401136,0
64,0.4,64,25,CIOQ,1,0.401136,0
64,0.4,25,44,CIOQ,1,0.401136,0
64,0.4,44,44,CIOQ,1,0.401136,0
64,0.4,64,44,CIOQ,1,0.401136,0
64,0.4,25,64,CIOQ,1,0.401136,0
64,0.4,44,64,CIOQ,1,0.401136,0
64,0.4,64,64,CIOQ,1,0.401136,0
64,0.6,NOQ,1,0.45345,0.245698
64,0.6,INQ,72.193,0.543444,0.0956758
64,0.6,25,25,CIOQ,1,0.600939,0
64,0.6,44,25,CIOQ,1,0.600939,0
64,0.6,64,25,CIOQ,1,0.600939,0
64,0.6,25,44,CIOQ,1,0.600939,0
64,0.6,44,44,CIOQ,1,0.600939,0
64,0.6,64,44,CIOQ,1,0.600939,0
64,0.6,25,64,CIOQ,1,0.600939,0
64,0.6,44,64,CIOQ,1,0.600939,0
64,0.6,64,64,CIOQ,1,0.600939,0
64,0.8,NOQ,1,0.552483,0.309021
64,0.8,INQ,124.41,0.581091,0.27363
64,0.8,25,25,CIOQ,1,0.799992,0
64,0.8,44,25,CIOQ,1,0.799992,0
64,0.8,64,25,CIOQ,1,0.799992,0
64,0.8,25,44,CIOQ,1,0.799992,0
64,0.8,44,44,CIOQ,1,0.799992,0
64,0.8,64,44,CIOQ,1,0.799992,0
64,0.8,25,64,CIOQ,1,0.799992,0
64,0.8,44,64,CIOQ,1,0.799992,0
64,0.8,64,64,CIOQ,1,0.799992,0
64,1,NOQ,1,0.634589,0.365411
64,1,INQ,161.415,0.588936,0.411064
64,1,25,25,CIOQ,1,1,0
64,1,44,25,CIOQ,1,1,0
64,1,64,25,CIOQ,1,1,0
64,1,25,44,CIOQ,1,1,0
64,1,44,44,CIOQ,1,1,0
64,1,64,44,CIOQ,1,1,0
64,1,25,64,CIOQ,1,1,0
64,1,44,64,CIOQ,1,1,0
64,1,64,64,CIOQ,1,1,0
8,0.4,NOQ,1,0.337325,0.162472
8,0.4,INQ,1.7357,0.401813,3.11081e-05
8,0.4,3,3,CIOQ,1.00143,0.401825,0
8,0.4,5,3,CIOQ,1.00143,0.401825,0
8,0.4,8,3,CIOQ,1.00143,0.401825,0
8,0.4,NOQ,1,0.337325,0.162472
8,0.4,INQ,1.7357,0.401813,3.11081e-05
8,0.4,3,3,CIOQ,1.00143,0.401825,0
8,0.4,5,3,CIOQ,1.00143,0.401825,0
8,0.4,8,3,CIOQ,1.00143,0.401825,0
